Year,United States (Metropolitan Portion),"Abilene, TX (Metropolitan Statistical Area)","Akron, OH (Metropolitan Statistical Area)","Albany, GA (Metropolitan Statistical Area)","Albany, OR (Metropolitan Statistical Area)","Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)","Albuquerque, NM (Metropolitan Statistical Area)","Alexandria, LA (Metropolitan Statistical Area)","Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)","Altoona, PA (Metropolitan Statistical Area)","Amarillo, TX (Metropolitan Statistical Area)","Ames, IA (Metropolitan Statistical Area)","Anchorage, AK (Metropolitan Statistical Area)","Ann Arbor, MI (Metropolitan Statistical Area)","Anniston-Oxford-Jacksonville, AL (Metropolitan Statistical Area)","Appleton, WI (Metropolitan Statistical Area)","Asheville, NC (Metropolitan Statistical Area)","Athens-Clarke County, GA (Metropolitan Statistical Area)","Atlanta-Sandy Springs-Roswell, GA (Metropolitan Statistical Area)","Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)","Auburn-Opelika, AL (Metropolitan Statistical Area)","Augusta-Richmond County, GA-SC (Metropolitan Statistical Area)","Austin-Round Rock, TX (Metropolitan Statistical Area)","Bakersfield, CA (Metropolitan Statistical Area)","Baltimore-Columbia-Towson, MD (Metropolitan Statistical Area)","Bangor, ME (Metropolitan Statistical Area)","Barnstable Town, MA (Metropolitan Statistical Area)","Baton Rouge, LA (Metropolitan Statistical Area)","Battle Creek, MI (Metropolitan Statistical Area)","Bay City, MI (Metropolitan Statistical Area)","Beaumont-Port Arthur, TX (Metropolitan Statistical Area)","Beckley, WV (Metropolitan Statistical Area)","Bellingham, WA (Metropolitan Statistical Area)","Bend-Redmond, OR (Metropolitan Statistical Area)","Billings, MT (Metropolitan Statistical Area)","Binghamton, NY (Metropolitan Statistical Area)","Birmingham-Hoover, AL (Metropolitan Statistical Area)","Bismarck, ND (Metropolitan Statistical Area)","Blacksburg-Christiansburg-Radford, VA (Metropolitan Statistical Area)","Bloomington, IL (Metropolitan Statistical Area)","Bloomington, IN (Metropolitan Statistical Area)","Bloomsburg-Berwick, PA (Metropolitan Statistical Area)","Boise City, ID (Metropolitan Statistical Area)","Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)","Boulder, CO (Metropolitan Statistical Area)","Bowling Green, KY (Metropolitan Statistical Area)","Bremerton-Silverdale, WA (Metropolitan Statistical Area)","Bridgeport-Stamford-Norwalk, CT (Metropolitan Statistical Area)","Brownsville-Harlingen, TX (Metropolitan Statistical Area)","Brunswick, GA (Metropolitan Statistical Area)","Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)","Burlington, NC (Metropolitan Statistical Area)","Burlington-South Burlington, VT (Metropolitan Statistical Area)","California-Lexington Park, MD (Metropolitan Statistical Area)","Canton-Massillon, OH (Metropolitan Statistical Area)","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)","Cape Girardeau, MO-IL (Metropolitan Statistical Area)","Carbondale-Marion, IL (Metropolitan Statistical Area)","Carson City, NV (Metropolitan Statistical Area)","Casper, WY (Metropolitan Statistical Area)","Cedar Rapids, IA (Metropolitan Statistical Area)","Chambersburg-Waynesboro, PA (Metropolitan Statistical Area)","Champaign-Urbana, IL (Metropolitan Statistical Area)","Charleston, WV (Metropolitan Statistical Area)","Charleston-North Charleston, SC (Metropolitan Statistical Area)","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)","Charlottesville, VA (Metropolitan Statistical Area)","Chattanooga, TN-GA (Metropolitan Statistical Area)","Cheyenne, WY (Metropolitan Statistical Area)","Chicago-Naperville-Elgin, IL-IN-WI (Metropolitan Statistical Area)","Chico, CA (Metropolitan Statistical Area)","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)","Clarksville, TN-KY (Metropolitan Statistical Area)","Cleveland, TN (Metropolitan Statistical Area)","Cleveland-Elyria, OH (Metropolitan Statistical Area)","Coeur d'Alene, ID (Metropolitan Statistical Area)","College Station-Bryan, TX (Metropolitan Statistical Area)","Colorado Springs, CO (Metropolitan Statistical Area)","Columbia, MO (Metropolitan Statistical Area)","Columbia, SC (Metropolitan Statistical Area)","Columbus, GA-AL (Metropolitan Statistical Area)","Columbus, IN (Metropolitan Statistical Area)","Columbus, OH (Metropolitan Statistical Area)","Corpus Christi, TX (Metropolitan Statistical Area)","Corvallis, OR (Metropolitan Statistical Area)","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)","Cumberland, MD-WV (Metropolitan Statistical Area)","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)","Dalton, GA (Metropolitan Statistical Area)","Danville, IL (Metropolitan Statistical Area)","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)","Dayton, OH (Metropolitan Statistical Area)","Decatur, AL (Metropolitan Statistical Area)","Decatur, IL (Metropolitan Statistical Area)","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)","Denver-Aurora-Lakewood, CO (Metropolitan Statistical Area)","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)","Dothan, AL (Metropolitan Statistical Area)","Dover, DE (Metropolitan Statistical Area)","Dubuque, IA (Metropolitan Statistical Area)","Duluth, MN-WI (Metropolitan Statistical Area)","Durham-Chapel Hill, NC (Metropolitan Statistical Area)","East Stroudsburg, PA (Metropolitan Statistical Area)","Eau Claire, WI (Metropolitan Statistical Area)","El Centro, CA (Metropolitan Statistical Area)","Elizabethtown-Fort Knox, KY (Metropolitan Statistical Area)","Elkhart-Goshen, IN (Metropolitan Statistical Area)","Elmira, NY (Metropolitan Statistical Area)","El Paso, TX (Metropolitan Statistical Area)","Enid, OK (Metropolitan Statistical Area)","Erie, PA (Metropolitan Statistical Area)","Eugene, OR (Metropolitan Statistical Area)","Evansville, IN-KY (Metropolitan Statistical Area)","Fairbanks, AK (Metropolitan Statistical Area)","Fargo, ND-MN (Metropolitan Statistical Area)","Farmington, NM (Metropolitan Statistical Area)","Fayetteville, NC (Metropolitan Statistical Area)","Fayetteville-Springdale-Rogers, AR-MO (Metropolitan Statistical Area)","Flagstaff, AZ (Metropolitan Statistical Area)","Flint, MI (Metropolitan Statistical Area)","Florence, SC (Metropolitan Statistical Area)","Florence-Muscle Shoals, AL (Metropolitan Statistical Area)","Fond du Lac, WI (Metropolitan Statistical Area)","Fort Collins, CO (Metropolitan Statistical Area)","Fort Smith, AR-OK (Metropolitan Statistical Area)","Fort Wayne, IN (Metropolitan Statistical Area)","Fresno, CA (Metropolitan Statistical Area)","Gadsden, AL (Metropolitan Statistical Area)","Gainesville, FL (Metropolitan Statistical Area)","Gainesville, GA (Metropolitan Statistical Area)","Gettysburg, PA (Metropolitan Statistical Area)","Glens Falls, NY (Metropolitan Statistical Area)","Goldsboro, NC (Metropolitan Statistical Area)","Grand Forks, ND-MN (Metropolitan Statistical Area)","Grand Island, NE (Metropolitan Statistical Area)","Grand Junction, CO (Metropolitan Statistical Area)","Grand Rapids-Wyoming, MI (Metropolitan Statistical Area)","Grants Pass, OR (Metropolitan Statistical Area)","Great Falls, MT (Metropolitan Statistical Area)","Greeley, CO (Metropolitan Statistical Area)","Green Bay, WI (Metropolitan Statistical Area)","Greensboro-High Point, NC (Metropolitan Statistical Area)","Greenville, NC (Metropolitan Statistical Area)","Greenville-Anderson-Mauldin, SC (Metropolitan Statistical Area)","Gulfport-Biloxi-Pascagoula, MS (Metropolitan Statistical Area)","Hagerstown-Martinsburg, MD-WV (Metropolitan Statistical Area)","Hammond, LA (Metropolitan Statistical Area)","Hanford-Corcoran, CA (Metropolitan Statistical Area)","Harrisburg-Carlisle, PA (Metropolitan Statistical Area)","Harrisonburg, VA (Metropolitan Statistical Area)","Hartford-West Hartford-East Hartford, CT (Metropolitan Statistical Area)","Hattiesburg, MS (Metropolitan Statistical Area)","Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)","Hilton Head Island-Bluffton-Beaufort, SC (Metropolitan Statistical Area)","Hinesville, GA (Metropolitan Statistical Area)","Homosassa Springs, FL (Metropolitan Statistical Area)","Hot Springs, AR (Metropolitan Statistical Area)","Houma-Thibodaux, LA (Metropolitan Statistical Area)","Houston-The Woodlands-Sugar Land, TX (Metropolitan Statistical Area)","Huntington-Ashland, WV-KY-OH (Metropolitan Statistical Area)","Huntsville, AL (Metropolitan Statistical Area)","Idaho Falls, ID (Metropolitan Statistical Area)","Indianapolis-Carmel-Anderson, IN (Metropolitan Statistical Area)","Iowa City, IA (Metropolitan Statistical Area)","Ithaca, NY (Metropolitan Statistical Area)","Jackson, MI (Metropolitan Statistical Area)","Jackson, MS (Metropolitan Statistical Area)","Jackson, TN (Metropolitan Statistical Area)","Jacksonville, FL (Metropolitan Statistical Area)","Jacksonville, NC (Metropolitan Statistical Area)","Janesville-Beloit, WI (Metropolitan Statistical Area)","Jefferson City, MO (Metropolitan Statistical Area)","Johnson City, TN (Metropolitan Statistical Area)","Johnstown, PA (Metropolitan Statistical Area)","Jonesboro, AR (Metropolitan Statistical Area)","Joplin, MO (Metropolitan Statistical Area)","Kahului-Wailuku-Lahaina, HI (Metropolitan Statistical Area)","Kalamazoo-Portage, MI (Metropolitan Statistical Area)","Kankakee, IL (Metropolitan Statistical Area)","Kansas City, MO-KS (Metropolitan Statistical Area)","Kennewick-Richland, WA (Metropolitan Statistical Area)","Killeen-Temple, TX (Metropolitan Statistical Area)","Kingsport-Bristol-Bristol, TN-VA (Metropolitan Statistical Area)","Kingston, NY (Metropolitan Statistical Area)","Knoxville, TN (Metropolitan Statistical Area)","Kokomo, IN (Metropolitan Statistical Area)","La Crosse-Onalaska, WI-MN (Metropolitan Statistical Area)","Lafayette, LA (Metropolitan Statistical Area)","Lafayette-West Lafayette, IN (Metropolitan Statistical Area)","Lake Charles, LA (Metropolitan Statistical Area)","Lake Havasu City-Kingman, AZ (Metropolitan Statistical Area)","Lakeland-Winter Haven, FL (Metropolitan Statistical Area)","Lancaster, PA (Metropolitan Statistical Area)","Lansing-East Lansing, MI (Metropolitan Statistical Area)","Laredo, TX (Metropolitan Statistical Area)","Las Cruces, NM (Metropolitan Statistical Area)","Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)","Lawrence, KS (Metropolitan Statistical Area)","Lawton, OK (Metropolitan Statistical Area)","Lebanon, PA (Metropolitan Statistical Area)","Lewiston, ID-WA (Metropolitan Statistical Area)","Lewiston-Auburn, ME (Metropolitan Statistical Area)","Lexington-Fayette, KY (Metropolitan Statistical Area)","Lima, OH (Metropolitan Statistical Area)","Lincoln, NE (Metropolitan Statistical Area)","Little Rock-North Little Rock-Conway, AR (Metropolitan Statistical Area)","Logan, UT-ID (Metropolitan Statistical Area)","Longview, TX (Metropolitan Statistical Area)","Longview, WA (Metropolitan Statistical Area)","Los Angeles-Long Beach-Anaheim, CA (Metropolitan Statistical Area)","Louisville/Jefferson County, KY-IN (Metropolitan Statistical Area)","Lubbock, TX (Metropolitan Statistical Area)","Lynchburg, VA (Metropolitan Statistical Area)","Macon-Bibb County, GA (Metropolitan Statistical Area)","Madera, CA (Metropolitan Statistical Area)","Madison, WI (Metropolitan Statistical Area)","Manchester-Nashua, NH (Metropolitan Statistical Area)","Manhattan, KS (Metropolitan Statistical Area)","Mankato-North Mankato, MN (Metropolitan Statistical Area)","Mansfield, OH (Metropolitan Statistical Area)","McAllen-Edinburg-Mission, TX (Metropolitan Statistical Area)","Medford, OR (Metropolitan Statistical Area)","Memphis, TN-MS-AR (Metropolitan Statistical Area)","Merced, CA (Metropolitan Statistical Area)","Miami-Fort Lauderdale-West Palm Beach, FL (Metropolitan Statistical Area)","Michigan City-La Porte, IN (Metropolitan Statistical Area)","Midland, MI (Metropolitan Statistical Area)","Midland, TX (Metropolitan Statistical Area)","Milwaukee-Waukesha-West Allis, WI (Metropolitan Statistical Area)","Minneapolis-St. Paul-Bloomington, MN-WI (Metropolitan Statistical Area)","Missoula, MT (Metropolitan Statistical Area)","Mobile, AL (Metropolitan Statistical Area)","Modesto, CA (Metropolitan Statistical Area)","Monroe, LA (Metropolitan Statistical Area)","Monroe, MI (Metropolitan Statistical Area)","Montgomery, AL (Metropolitan Statistical Area)","Morgantown, WV (Metropolitan Statistical Area)","Morristown, TN (Metropolitan Statistical Area)","Mount Vernon-Anacortes, WA (Metropolitan Statistical Area)","Muncie, IN (Metropolitan Statistical Area)","Muskegon, MI (Metropolitan Statistical Area)","Myrtle Beach-Conway-North Myrtle Beach, SC-NC (Metropolitan Statistical Area)","Napa, CA (Metropolitan Statistical Area)","Naples-Immokalee-Marco Island, FL (Metropolitan Statistical Area)","Nashville-Davidson--Murfreesboro--Franklin, TN (Metropolitan Statistical Area)","New Bern, NC (Metropolitan Statistical Area)","New Haven-Milford, CT (Metropolitan Statistical Area)","New Orleans-Metairie, LA (Metropolitan Statistical Area)","New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)","Niles-Benton Harbor, MI (Metropolitan Statistical Area)","North Port-Sarasota-Bradenton, FL (Metropolitan Statistical Area)","Norwich-New London, CT (Metropolitan Statistical Area)","Ocala, FL (Metropolitan Statistical Area)","Ocean City, NJ (Metropolitan Statistical Area)","Odessa, TX (Metropolitan Statistical Area)","Ogden-Clearfield, UT (Metropolitan Statistical Area)","Oklahoma City, OK (Metropolitan Statistical Area)","Olympia-Tumwater, WA (Metropolitan Statistical Area)","Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)","Orlando-Kissimmee-Sanford, FL (Metropolitan Statistical Area)","Oshkosh-Neenah, WI (Metropolitan Statistical Area)","Owensboro, KY (Metropolitan Statistical Area)","Oxnard-Thousand Oaks-Ventura, CA (Metropolitan Statistical Area)","Palm Bay-Melbourne-Titusville, FL (Metropolitan Statistical Area)","Panama City, FL (Metropolitan Statistical Area)","Parkersburg-Vienna, WV (Metropolitan Statistical Area)","Pensacola-Ferry Pass-Brent, FL (Metropolitan Statistical Area)","Peoria, IL (Metropolitan Statistical Area)","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)","Phoenix-Mesa-Scottsdale, AZ (Metropolitan Statistical Area)","Pine Bluff, AR (Metropolitan Statistical Area)","Pittsburgh, PA (Metropolitan Statistical Area)","Pittsfield, MA (Metropolitan Statistical Area)","Pocatello, ID (Metropolitan Statistical Area)","Portland-South Portland, ME (Metropolitan Statistical Area)","Portland-Vancouver-Hillsboro, OR-WA (Metropolitan Statistical Area)","Port St. Lucie, FL (Metropolitan Statistical Area)","Prescott, AZ (Metropolitan Statistical Area)","Providence-Warwick, RI-MA (Metropolitan Statistical Area)","Provo-Orem, UT (Metropolitan Statistical Area)","Pueblo, CO (Metropolitan Statistical Area)","Punta Gorda, FL (Metropolitan Statistical Area)","Racine, WI (Metropolitan Statistical Area)","Raleigh, NC (Metropolitan Statistical Area)","Rapid City, SD (Metropolitan Statistical Area)","Reading, PA (Metropolitan Statistical Area)","Redding, CA (Metropolitan Statistical Area)","Reno, NV (Metropolitan Statistical Area)","Richmond, VA (Metropolitan Statistical Area)","Riverside-San Bernardino-Ontario, CA (Metropolitan Statistical Area)","Roanoke, VA (Metropolitan Statistical Area)","Rochester, MN (Metropolitan Statistical Area)","Rochester, NY (Metropolitan Statistical Area)","Rockford, IL (Metropolitan Statistical Area)","Rocky Mount, NC (Metropolitan Statistical Area)","Rome, GA (Metropolitan Statistical Area)","Sacramento--Roseville--Arden-Arcade, CA (Metropolitan Statistical Area)","Saginaw, MI (Metropolitan Statistical Area)","St. Cloud, MN (Metropolitan Statistical Area)","St. George, UT (Metropolitan Statistical Area)","St. Joseph, MO-KS (Metropolitan Statistical Area)","St. Louis, MO-IL (Metropolitan Statistical Area)","Salem, OR (Metropolitan Statistical Area)","Salinas, CA (Metropolitan Statistical Area)","Salisbury, MD-DE (Metropolitan Statistical Area)","Salt Lake City, UT (Metropolitan Statistical Area)","San Angelo, TX (Metropolitan Statistical Area)","San Antonio-New Braunfels, TX (Metropolitan Statistical Area)","San Diego-Carlsbad, CA (Metropolitan Statistical Area)","San Francisco-Oakland-Hayward, CA (Metropolitan Statistical Area)","San Jose-Sunnyvale-Santa Clara, CA (Metropolitan Statistical Area)","San Luis Obispo-Paso Robles-Arroyo Grande, CA (Metropolitan Statistical Area)","Santa Cruz-Watsonville, CA (Metropolitan Statistical Area)","Santa Fe, NM (Metropolitan Statistical Area)","Santa Maria-Santa Barbara, CA (Metropolitan Statistical Area)","Santa Rosa, CA (Metropolitan Statistical Area)","Savannah, GA (Metropolitan Statistical Area)","Scranton--Wilkes-Barre--Hazleton, PA (Metropolitan Statistical Area)","Seattle-Tacoma-Bellevue, WA (Metropolitan Statistical Area)","Sebastian-Vero Beach, FL (Metropolitan Statistical Area)","Sebring, FL (Metropolitan Statistical Area)","Sheboygan, WI (Metropolitan Statistical Area)","Sherman-Denison, TX (Metropolitan Statistical Area)","Shreveport-Bossier City, LA (Metropolitan Statistical Area)","Sierra Vista-Douglas, AZ (Metropolitan Statistical Area)","Sioux City, IA-NE-SD (Metropolitan Statistical Area)","Sioux Falls, SD (Metropolitan Statistical Area)","South Bend-Mishawaka, IN-MI (Metropolitan Statistical Area)","Spartanburg, SC (Metropolitan Statistical Area)","Spokane-Spokane Valley, WA (Metropolitan Statistical Area)","Springfield, IL (Metropolitan Statistical Area)","Springfield, MA (Metropolitan Statistical Area)","Springfield, MO (Metropolitan Statistical Area)","Springfield, OH (Metropolitan Statistical Area)","State College, PA (Metropolitan Statistical Area)","Staunton-Waynesboro, VA (Metropolitan Statistical Area)","Stockton-Lodi, CA (Metropolitan Statistical Area)","Sumter, SC (Metropolitan Statistical Area)","Syracuse, NY (Metropolitan Statistical Area)","Tallahassee, FL (Metropolitan Statistical Area)","Tampa-St. Petersburg-Clearwater, FL (Metropolitan Statistical Area)","Terre Haute, IN (Metropolitan Statistical Area)","Texarkana, TX-AR (Metropolitan Statistical Area)","The Villages, FL (Metropolitan Statistical Area)","Toledo, OH (Metropolitan Statistical Area)","Topeka, KS (Metropolitan Statistical Area)","Trenton, NJ (Metropolitan Statistical Area)","Tucson, AZ (Metropolitan Statistical Area)","Tulsa, OK (Metropolitan Statistical Area)","Tuscaloosa, AL (Metropolitan Statistical Area)","Tyler, TX (Metropolitan Statistical Area)","Urban Honolulu, HI (Metropolitan Statistical Area)","Utica-Rome, NY (Metropolitan Statistical Area)","Valdosta, GA (Metropolitan Statistical Area)","Vallejo-Fairfield, CA (Metropolitan Statistical Area)","Victoria, TX (Metropolitan Statistical Area)","Vineland-Bridgeton, NJ (Metropolitan Statistical Area)","Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)","Visalia-Porterville, CA (Metropolitan Statistical Area)","Waco, TX (Metropolitan Statistical Area)","Walla Walla, WA (Metropolitan Statistical Area)","Warner Robins, GA (Metropolitan Statistical Area)","Washington-Arlington-Alexandria, DC-VA-MD-WV (Metropolitan Statistical Area)","Waterloo-Cedar Falls, IA (Metropolitan Statistical Area)","Watertown-Fort Drum, NY (Metropolitan Statistical Area)","Wausau, WI (Metropolitan Statistical Area)","Weirton-Steubenville, WV-OH (Metropolitan Statistical Area)","Wenatchee, WA (Metropolitan Statistical Area)","Wheeling, WV-OH (Metropolitan Statistical Area)","Wichita, KS (Metropolitan Statistical Area)","Wichita Falls, TX (Metropolitan Statistical Area)","Williamsport, PA (Metropolitan Statistical Area)","Wilmington, NC (Metropolitan Statistical Area)","Winchester, VA-WV (Metropolitan Statistical Area)","Winston-Salem, NC (Metropolitan Statistical Area)","Worcester, MA-CT (Metropolitan Statistical Area)","Yakima, WA (Metropolitan Statistical Area)","York-Hanover, PA (Metropolitan Statistical Area)","Youngstown-Warren-Boardman, OH-PA (Metropolitan Statistical Area)","Yuba City, CA (Metropolitan Statistical Area)","Yuma, AZ (Metropolitan Statistical Area)"
2002,1.8,2.3,3.1,-0.1,4.3,-0.4,0.7,5.8,2.9,0.3,3.5,-0.4,5.6,5.4,-3.2,1.2,3.2,0.4,0.3,2.7,3.7,-0.6,0.3,9.1,2.6,2.5,3.8,7,8.1,3.9,2.9,-0.2,8.4,7.4,2.3,1.9,3.9,2.1,0.7,1.7,5.1,5.1,3.2,-0.2,-11,4.2,7.3,-1,3.8,3.9,4.6,2.5,2.9,5.8,1.5,7.4,3.6,4,3.2,4.3,-3.9,1.4,3.7,0.5,6.6,4.9,4.9,0.3,4.8,0.3,4.4,2.6,4.8,3.3,1.5,4.2,1.1,2.6,1.4,2.5,1.7,-1.3,2.5,1.5,14.1,15,4.2,2.5,3.4,-0.5,6,0.8,2.1,-1.5,-4,6.5,1.1,9.3,1.8,7.3,5.6,3.1,4.5,6.6,4.6,4.7,14.4,2,9.6,-0.6,0,2.5,-2.1,3.3,3.7,-5,4.3,-0.9,4.5,18.2,2.1,4.1,1.3,0.8,0.2,6.5,0.7,3.2,9.7,2.9,2.2,-0.1,1.8,5.9,-0.7,3.8,1,6,4,5.2,1.9,-6.8,1.5,1.9,5.1,2.1,0.9,4.3,4.9,6.1,1.8,-7.3,-3,2.3,-0.5,-12.7,0.1,4.5,-0.1,-4.1,-0.2,3.7,5.8,8.4,-1,0.7,3.4,2.2,1.2,2.2,4.4,-3.7,9.2,-2.2,2.5,-3.1,-1.1,0.5,4.1,8.3,4.8,2.1,5.8,3.4,-2.3,4.1,6.1,11.3,0.1,-5,3.1,7.6,6.1,2.9,2.6,4.2,6.6,4.8,4.4,-1,2.2,2.1,2.4,5.9,4.7,3.8,2.4,0.1,4.2,1.2,-3.8,3.3,0,4.3,-2.4,-1.3,10.8,3.8,6.1,1.6,5.5,4.1,5,3.1,3.1,13.9,3.1,3,6,8.1,0.5,1.4,3.7,0.2,5.7,5.7,12.8,2.7,-3,0.5,11,0.9,0.6,4.9,0.3,1.6,3.2,-0.7,2.7,0.8,-0.1,4.8,8.6,8.1,4.9,6.5,-0.6,4.3,2.4,2.7,2.1,2.4,7.1,10.1,2.6,5.1,8.9,1.1,-0.7,-0.2,1.6,3.3,1.1,-0.1,12.2,-0.2,1.6,1.8,9,4.7,3.1,2.8,0.4,5.7,0.9,-4,10.5,1.6,10.7,0.5,-1.2,6.8,1.4,6.9,3,0,2.8,0.3,5.3,1.6,4.4,4.8,2.3,0.6,1.2,4.1,0.6,0,0.8,1.4,3.9,-0.4,-6,10,-0.2,14.8,3.5,2.7,1.3,0,0.8,1.9,8.9,5,0.9,-2.4,2.4,1.6,17.6,3.6,3.7,1,2,0.3,2.2,-2.3,1.9,-4.9,4.6,2.1,2.7,1.3,4.9,3.5,2.5,9.5,2.6,0.4,4.4,-1,-1,6.1,1.6,2.8,1.7,3.5,3.8,1.2,1.5,-0.5,2.2,3.6,0.9,5.6,3,4.5,-1.5,3.2,5.4,12.1,1.8,-0.6,3.2,-1.6,2.3,3.9,-3.1,2.1,4.6,1.1,2,7.6,9
2003,2.6,4,1.4,2.9,-2.2,3,8.5,-1.3,-3.8,3.1,3.2,1.8,0.6,1.6,3.6,4,3.2,2.6,1.7,5.4,4.5,3,4.1,0.4,1.9,-1.1,4.3,8.8,0.5,0.7,5.3,-5.7,6.2,3.8,8,0,1.5,5.8,5.4,2.5,1.3,-2.1,5.2,2.2,2.7,3.5,2.7,1.8,2,7.1,1.4,-2.8,7.5,6.5,0.5,8.5,4.8,1.1,3,4.1,7.3,5.9,2.2,-0.8,5.7,2.6,2.9,2.2,5.4,1.3,1.6,1.1,4.7,-0.7,2.7,2.4,5.1,0.7,0.8,3.8,3.9,2.3,2.7,3,13.2,4.4,0.3,-1.5,-1.5,6.5,6.7,3.4,0.7,2.7,0.7,8,1.1,8.1,2.9,0,3.3,2.7,-0.6,6,0.9,3.5,0.3,5.7,10.3,1.2,-10.7,4,-0.4,2,2.9,6.4,4.8,-2.8,2.4,5.5,1.7,1.8,3.6,2.3,2.8,1.2,5.6,1.6,5.5,-0.3,0.6,5.8,6.7,2.5,-1,5.8,8.4,1.6,1.5,8.2,3.9,0.7,5.4,1.4,1.6,2.7,7.3,3.8,7.7,10.8,2.6,2.8,1.4,1.6,-3,2,7.5,5,3.3,1.3,2.2,1.4,5.3,1.5,3.5,2.9,4.2,-1.6,3.5,4.3,5,3.4,3.7,5.4,6.4,1.1,8.3,5.4,5.2,1.9,-1.1,1.9,4.3,4.6,-0.9,4.6,4.3,12.1,4.4,-0.2,1.7,19.2,5.7,3.3,-0.2,0.6,-4.2,7.4,5.3,0.9,4.8,8.1,1.7,2.1,-0.8,1,6.3,4,9.4,1.5,6.6,4.5,2,2.7,4.2,-0.2,6.1,2.7,8.3,4.3,2.5,2.6,7.5,3.1,1.7,8.6,2.8,-1.2,-3.3,-15.9,3.2,4.3,4.4,1,4.6,-0.1,0.3,1.4,2.6,4.3,-2.6,1.6,0.1,1.9,0.4,-3.1,3.9,3.7,1.5,3.4,0.4,-1.3,8.2,6,7,8.9,-4.2,3,5.4,2,2.7,7,0.2,1.4,7.8,6.2,4.5,-1.3,2.1,4,3.1,5.7,2.8,2.6,-4.4,7,2.9,4.9,5.5,6.1,4.2,4.5,2.8,2.4,2.5,2.4,2.2,1.5,3.9,2.5,1.3,8,1.6,7.2,1.7,1.5,0.2,2.7,7,2.7,1,8.2,2.8,2.5,0.7,4.9,6.5,1.2,0,3.9,5.7,0.5,2.9,6.2,-1.2,-8.7,3.2,-1.3,2.2,0.6,0.9,5.1,4.8,0.7,4.2,-0.7,7.1,0.4,1.5,3.7,4.5,3.4,-0.7,2.7,6,-3.3,1.7,1.3,5.4,1.7,0.5,2.4,4.2,4.1,2.8,21.5,0.4,0.3,1,5.7,-1.6,2.9,-1.3,4.9,1.1,3.7,5.5,-1.6,4.3,3.6,4.2,6.2,4.9,2.9,4,-0.2,-0.6,6.2,-2.8,-5.9,2.5,-1.8,-2.6,2.5,1.2,3.4,3.8,4.9,3.5,4.7,1.4,2.9,2.2
